Delveaux Jack,Delveaux,Jack,,,,,,
Demitra,Demitra,,,,,,,
Demmerle,Demmerle,,,,,,,
Dempsey George,Dempsey,George,,,,,,
Dempsey Tom,Dempsey,Tommy Joe,,,,,,
Denmark Clarence,Denmark,Clarence,,,,,,
Denson Autry,Denson,Autry,,,,,,
Denson M.,Denson,Moses,,,,,,
Dent B.,Dent B.,,,,,,,
Dent R.,Dent,Richard,,,1,,,TennesseeState
Derouillere,Derouillere,,,,,,,
Desjardins,Desjardins,,,,,,,
Desjardins P.,Desjardins P.,,,,,,,
Detmer,Detmer,Ty,,,,1,,BYU
Deuling M.,Deuling M.,,,,,,,
Devereaux,Devereaux,,,,,,,
Devine,Devine,,,,,,,
DeWalt,DeWalt,,,,,,,
Dial,Dial,,,,,,,
Dickenson Dave,Dickenson,Dave,,,,,,
Dickerson,Dickerson,Eric,,,1,,,SMU
Dickey,Dickey,Bill,,,1,,,
Dickinson Dave,Dickinson,Dave,,,,,,
DiNardo G.,DiNardo G.,,,,,,,
DiNardo L.,DiNardo L.,,,,,,,
Dineen Bill,Dineen Bill,,,,,,,
Dineen G.,Dineen G.,,,,,,,
Dineen K.,Dineen K.,,,,,,,
Dingens,Dingens,,,,,,,
Dinkel T.,Dinkel T.,,,,,,,
Dinkle T.,Dinkle T.,,,,,,,
Dionne,Dionne,,,,,,,
DiPietro,DiPietro,,,,,,,
Dischinger T.,Dischinger T.,,,,,,,
Dixon George,Dixon,George,,,,,,
DobyLarry,Doby,Larry,,,,,,
Doell C.,Doell C.,,,,,,,
Doerger J.,Doerger J.,,,,,,,
Doll Don,Doll,Don,,,,,,
Domi T.,Domi T.,,,,,,,
Donovan,Donovan,Art,,,1,,,
Doran B.,Doran B.,,,,,,,
Dorias,Dorias,,,,,,,
Dorsch,Dorsch,,,,,,,
DorsettTony,Dorsett,Tony,,,1,1,,Pittsburgh
Dorsey Eric,Dorsey,Eric,,,,,,
Doughty Drew,Doughty,Drew,,,,,,
Douglass Bobby,Douglass,Bobby,,,,,,
Dove,Dove,,,,,,,
Doyle D.,Doyle D.,,,,,,,
Draper K.,Draper K.,,,,,,,
Draper Tom,Draper,Tom,,,,,,
Dravecky,Dravecky,,,,,,,
Drazenovich,Drazenovich,,,,,,,
Dressler Weston,Dressler,Weston,,,,,,
Drexler,Drexler,Clyde,,,1,,,Houston
Driessen,Driessen,Dan,,,,,,
Driver Tony,Driver,Tony,,,,,,
Droppa I.,Droppa I.,,,,,,,
Drummond Robert,Drummond,Robert,,,,,,
Drunkenmiller,Drunkenmiller,Jim,,,,,,
Drury Chris,Drury,Chris,,,,,,
Dryden Dave,Dryden,Dave,,,,,,
Dryden Ken,Dryden,Ken,,,,,,
Dryer F.,Dryer,Fred,,,,,,SanDiegoState
DrysdaleDon,Drysdale,Don,,,1,,,
Dubinsky Brandon,Dubinsky,Brandon,,,,,,
DuBose,DuBose,Demetrius,,,,,,NotreDame
Duchene Matt,Duchene,Matt,,,,,,
Ducolon,Ducolon,,,,,,,
Duerden D.,Duerden D.,,,,,,,
Duerson,Duerson,Dave,,,,,1,
Duff Vontez,Duff,Vontez,,,,,,
Duhe,Duhe,,,,,,,
Dukes,Dukes,,,,,,,
Dumars D.,Dumars D.,,,,,,,
Duncan Dennis,Duncan,Dennis,,,,,,
Dunham M.,Dunham M.,,,,,,,
Dunigan,Dunigan,,,,,,,
Dunn,Dunn,,,,,,,
Dunn Adam,Dunn,Adam,,,,,,
Dunn W.,Dunn W.,,,,,,,
Dunwoody,Dunwoody,,,,,,,
Dupere D.,Dupere D.,,,,,,,
Dupree M.,Dupree M.,,,,,,,
Duprere D.,Duprere D.,,,,,,,
Dupuis,Dupuis,Dick,,,,,,NotreDame
Dupuis Philippe,Dupuis,Philippe,,,,,,
Duranko,Duranko,Pete,,,,,,NotreDame
Durant Damion,Durant,Damion,,,,,,
Durie Andre,Durie,Andre,,,,,,
Dushinski,Dushinski,,,,,,,
Dvorak,Dvorak,Radek,,,,,,
Dye Nat,Dye,Nat,,,,,,
Dyer Kelly,Dyer,Kelly,,,,,,
Dykhuis,Dykhuis,,,,,,,
Dykhuis K.,Dykhuis K.,,,,,,,
Dykstra,Dykstra,Len,,,,,,
Dyson K.,Dyson K.,,,,,,,
Dziedzic J.,Dziedzic J.,,,,,,,
Eakin Cody,Eakin,Cody,,,,,,
Eakins D.,Eakins D.,,,,,,,
Earl Glenn,Earl,Glenn,,,,,,
Earl R.,Earl R.,,,,,,,
Early Q.,Early,Quinn,,,,,,
Eason,Eason,Tony,,,,,,
Eatman E.,Eatman E.,,,,,,,
Eatman I.,Eatman I.,,,,,,,
Eaton Mark,Eaton,Mark,,,,,,
Eckersley,Eckersley,Dennis,,,1,,,
Ecuyer Al,Ecuyer,Al,,,,,,
Eddy Nick,Eddy,Nick,,,,,,
Edwards Armanti,Edwards,Armanti,,,,,,
Edwards Marc,Edwards,Marc,,,,,,
Edwards Mike,Edwards,Mike,,,,,,
Edwards T.,Edwards T.,,,,,,,
Edwards Terrence,Edwards,Terrence,,,,,,
Egers J.,Egers J.,,,,,,,
Ehlers Eddie,Ehlers,Eddie,,,,,,
Eichenlaub,Eichenlaub,,,,,,,
Eilers,Eilers,,,,,,,
Eisenreich,Eisenreich,,,,,,,
Ekdahl,Ekdahl,,,,,,,
Elgaard,Elgaard,,,,,,,
Elias Patrick,Elias,Patrick,,,,,,
Elimimian Solomon,Elimimian,Solomon,,,,,,
EllardHenry,Ellard,Henry,,,,,,
Ellery,Ellery,,,,,,,
Elliott Brian,Elliott,Brian,,,,,,
Ellis Clarence,Ellis,Clarence,,,,,,
Ellis LaPhonso,Ellis,LaPhonso,,,,,,
Elomo T.,Elomo T.,,,,,,,
ElwayJohn,Elway,John,,,1,,,Stanford
Emma,Emma,,,,,,,
Enis,Enis,,,,,,,
Ennis Del,Ennis,Del,,,,,,
Epanchintsev V.,Epanchintsev V.,,,,,,,
Epstein M.,Epstein M.,,,,,,,
Erskin John,Erskin,John,,,,,,
ErvingJulius,Erving,Julius,,,1,,,Massachusetts
Esmantovich,Esmantovich,,,,,,,
Esposito Tony,Esposito,Tony,,,1,,,
EspositoPhil,Esposito,Phil,,,1,,,
Eurick,Eurick,,,,,,,
Evans V.,Evans V.,,,,,,,
Evanshen,Evanshen,,,,,,,
Evenson,Evenson,,,,,,,
Everett C.,Everett C.,,,,,,,
Ewing,Ewing,Buck,,,1,,,
Ewing P.,Ewing,Patrick,,,1,,,Georgetown
Face El Roy,Face El Roy,,,,,,,
Fahey Brian,Fahey,Brian,,,,,,
Failla Paul,Failla,Paul,,,,,,
Faine Jeff,Faine,Jeff,,,,,,
Fairholm,Fairholm,,,,,,,
Fallon,Fallon,,,,,,,
Fallon Joe,Fallon,Joe,,,,,,
Fanning Mike,Fanning,Mike,,,,,,
Fantuz Andy,Fantuz,Andy,,,,,,
Farkas J.,Farkas J.,,,,,,,
Farmer Robert,Farmer,Robert,,,,,,
Farrior,Farrior,,,,,,,
Fasano,Fasano,Anthony,,,,,,NotreDame
Fata,Fata,,,,,,,
Faubion,Faubion,,,,,,,
Faught,Faught,,,,,,,
Faust,Faust,,,,,,,
FavreBrett,Favre,Brett,,,1,,,SouthernMiss
Fears,Fears,Tom,,,1,,,
Federko,Federko,,,,,,,
FedorovSergie,Fedorov,Sergie,,,1,,,
Fedotov,Fedotov,,,,,,,
Fehr Eric,Fehr,Eric,,,,,,
Ference Brad,Ference,Brad,,,,,,
Ferguson C.,Ferguson C.,,,,,,,
Ferguson Vagas,Ferguson,Vegas,,,,,,NotreDame
Fernandez A.,Fernandez A.,,,,,,,
Fernandez Mervyn,Fernandez,Mervyn,,,,,,
Ferragamo,Ferragamo,Vince,,,,,,
Ferraro C.,Ferraro C.,,,,,,,
Ferraro P.,Ferraro P.,,,,,,,
Ferraro R.,Ferraro R.,,,,,,,
Ferrone Dan,Ferrone,Dan,,,,,,
Fetisov,Fetisov,Viacheslav,,,1,,,
Fielder,Fielder,Cecil,,,,,,
Fields G.,Fields G.,,,,,,,
Filley,Filley,,,,,,,
Findlay,Findlay,,,,,,,
Finlay M.,Finlay M.,,,,,,,
Finley B.,Finley B.,,,,,,,
Fischer,Fischer,Bill,,,,,,NotreDame
Fisher J.,Fisher J.,,,,,,,
Fisher Tony,Fisher,Tony,,,,,,
Fisk,Fisk,Carlton,,,1,,,
Fitzgerald R.,Fitzgerald R.,,,,,,,
Fitzgerald Ted,Fitzgerald,Ted,,,,,,
Fitzgerald Tom,Fitzgerald,Tom,,,,,,
Fitzkee,Fitzkee,,,,,,,
Fitzpatrick,Fitzpatrick,Rory,,,,,,
Flanagan,Flanagan,,,,,,,
Flanagan M.,Flanagan,Mike,,,,,,
Flanigan,Flanigan,Jim,,,,,,NotreDame
Flannery,Flannery,,,,,,,
Fleischmann Tomas,Fleischmann,Tomas,,,,,,
Fleming D.,Fleming D.,,,,,,,
Fletcher Chuck,Fletcher,Chuck,,,,,,
Fletcher London,Fletcher,London,,,,,,
Fleurima,Fleurima,,,,,,,
Fleury,Fleury,,,,,,,
Flowers,Flowers,,,,,,,
Floyd C.,Floyd C.,,,,,,,
Floyd Michael,Floyd,Michael,,,,,,
Floyd Otis,Floyd,Otis,,,,,,
Flutie Darren,Flutie,Darren,,,,,,
FlutieDoug,Flutie,Doug,,,,1,1,BostonCollege
Foggie,Foggie,,,,,,,
Foli,Foli,,,,,,,
Foos,Foos,,,,,,,
Foote Adam,Foote,Adam,,,,,,
Ford A.,Ford A.,,,,,,,
Ford C.,Ford C.,,,,,,,
Ford Mariet,Ford,Mariet,,,,,,
Forsander,Forsander,,,,,,,
Forsberg Peter,Forsberg,Peter,,,1,,,
Fortunato Joe,Fortunato,Joe,,,,,,
Forwick,Forwick,,,,,,,
Forzani,Forzani,,,,,,,
Forzani Johnny,Forzani,Johnny,,,,,,
FosterGeorge,Foster,George,,,,,,
Fountain M.,Fountain M.,,,,,,,
Foust Larry,Foust,Larry,,,,,,
FoutsDan,Fouts,Dan,,,1,,,Oregon
Fowler Cam,Fowler,Cam,,,,,,
Fowler Dexter,Fowler,Dexter,,,,,,
Fox Irwin,Fox,Irwin,,,,,,
Fox Nellie,Fox,Nellie,,,,,,
Fraiser Tommy,Fraiser,Tommy,,,,,,
Francis Ron,Francis,Ron,,,,,,
Francisco D.,Francisco D.,,,,,,,
Franco B.,Franco B.,,,,,,,
Frank B.,Frank B.,,,,,,,
Franzen Johan,Franzen,Johan,,,,,,
Fraser Cam,Fraser,Cam,,,,,,
Frerotte,Frerotte,Gus,,,,,,
Friesen,Friesen,,,,,,,
Frisch,Frisch,,,,,,,
Frith,Frith,,,,,,,
Fritsch T.,Fritsch T.,,,,,,,
Frolikov,Frolikov,,,,,,,
Frolikov A.,Frolikov A.,,,,,,,
Frolov D.,Frolov D.,,,,,,,
Fryar,Fryar,Irving,,,,,,Nebraska
Frye J.,Frye J.,,,,,,,
Ftorek,Ftorek,,,,,,,
Fuckudome Kosuke,Fuckudome,Kosuke,,,,,,
Fuell D.,Fuell D.,,,,,,,
Fuhr Grant,Fuhr,Grant,,,1,,,
Fuller Johnny,Fuller,Johnny,,,,,,
Fuller W.,Fuller W.,,,,,,,
Furjanic,Furjanic,,,,,,,
Furlong,Furlong,,,,,,,
Fusina,Fusina,,,,,,,
Fusina C.,Fusina C.,,,,,,,
Gabler,Gabler,,,,,,,
Gabriel Tony,Gabriel,Tony,,,,,,
GabrielRoman,Gabriel,Roman,,,,,,
Gaetti,Gaetti,Gary,,,,,,
Gage Bob,Gage,Bob,,,,,,
Gagne Simon,Gagne,Simon,,,,,,
Gagner,Gagner,,,,,,,
Gagner D.,Gagner D.,,,,,,,
Gaines G.,Gaines G.,,,,,,,
Galarraga,Galarraga,Andres,,,,,,
Galchenyuk,Galchenyuk,,,,,,,
Galiardi T.J.,Galiardi,TJ,,,,,,
Galiev Stanislav,Galiev,Stanislav,,,,,,
Gallant G.,Gallant G.,,,,,,,
Gallatin Harry,Gallatin,Harry,,,,,,
Galloway J.,Galloway,Joey,,,,,,
Galloway R.,Galloway R.,,,,,,,
Gambee,Gambee,,,,,,,
Ganchar P.,Ganchar P.,,,,,,,
Gandy Mike,Gandy,Mike,,,,,,
Gann,Gann,,,,,,,
Garcia Jeff,Garcia,Jeff,,,,,,
Garciaparra,Garciaparra,Nomar,,,,,1,
Garner P.,Garner P.,,,,,,,
Garnett Kevin,Garnett,Kevin,,,1,,,
Garpenlov,Garpenlov,Johan,,,,,,
Garr,Garr,,,,,,,
Garrett,Garrett,Mike,,,,1,,
Garrity Pat,Garrity,Pat,,,,,,
Gartner Mike,Gartner,Mike,,,1,,,
Garvey,Garvey,Steve,,,,,,
Gary Herb,Gary,Herb,,,,,,
Gary Keith,Gary,Keith,,,,,,
Garza R.,Garza R.,,,,,,,
Gasser,Gasser,,,,,,,
Gaston,Gaston,,,,,,,
Gatewood,Gatewood,,,,,,,
Gatewood Tom,Gatewood,Tom,,,,,,
Gaudette Andre,Gaudette,Andre,,,,,,
Gaul M.,Gaul M.,,,,,,,
Gauthier S.,Gauthier S.,,,,,,,
Gedman,Gedman,,,,,,,
GehrigLou,Gehrig,Lou,,,1,,,
George Ed,George,Ed,,,,,,
George Eddie,George,Eddie,,,,1,1,OhioState
George Jack,George,Jack,,,,,,
Gerela T.,Gerela T.,,,,,,,
Gerhart Toby,Gerhart,Toby,,,,,,Stanford
Geronimo,Berroa,Geronimo,,,,,,
Getzlaf Chris,Getzlaf,Chris,,,,,,
Getzlaf Ryan,Getzlaf,Ryan,,,,,,
Gianini T.,Gianini T.,,,,,,,
Giardino,Giardino,,,,,,,
Gibbons,Gibbons,,,,,,,
Gibson B.,Gibson,Bob,,,1,,,
Gibson H.,Gibson H.,,,,,,,
Gibson J.,Gibson J.,,,,,,,
Gibson K.,Gibson,Kirk,,,,,,
Gibson Oliver,Gibson,Oliver,,,,,,
Gilbert F.,Gilbert F.,,,,,,,
Gill Aaron,Gill,Aaron,,,,,,
Gill Turner,Gill,Turner,,,,,,
Gillen J.,Gillen J.,,,,,,,
Gillespie,Gillespie,,,,,,,
Gillespie W.,Gillespie W.,,,,,,,
Gilliam Junior,Gilliam,Junior,,,,,,
Gillom Horace,Gillom,Horace,,,,,,
GilmoreArtis,Gilmore,Artis,,,1,,,
Gilmour Doug,Gilmour,Doug,,,,,,
Gionta Brian,Gionta,Brian,,,,,,
GippGeorge,Gipp,George,,,,,,
Girard,Girard,,,,,,,
Givens David,Givens,David,,,,,,
Gladieux,Gladieux,,,,,,,
Glatt J.,Glatt J.,,,,,,,
GlavineTom,Glavine,Tom,,,1,,,
Gleason Tim,Gleason,Tim,,,,,,
Glenn Kevin,Glenn,Kevin,,,,,,
Glenn T.,Glenn,Terry,,,,,,
Globke Bob,Globke,Bob,,,,,,
Goddard E.,Goddard E.,,,,,,,
Goeddeke,Goeddeke,,,,,,,
Goheen,Goheen,,,,,,,
Gola,Gola,Tom,,,1,,,
Goldwater Barry,Goldwater,Barry,,,,,,
Golic Bob,Golic,Bob,,,,,,
Golic Mike,Golic,Mike,,,,,,
Golinsky,Golinsky,,,,,,,
Golsteyn J.,Golsteyn J.,,,,,,,
Golubovsky,Golubovsky,,,,,,,
Gomez Scott,Gomez,Scott,,,,,,
Gonchar,Gonchar,,,,,,,
Gonsoulin  Goose,Gonsoulin,Goose,,,,,,
Gonzalez Carlos,Gonzalez,Carlos,,,,,,
Gonzalez J.,Gonzalez,Juan,,,,,,
GonzalezTony,Gonzalez,Tony,,,1,,,California
Goodrich,Goodrich,Gail,,,1,,,UCLA
Goodspeed,Goodspeed,Joey,,,,,,
Gordan Ira,Gordon,Ira,,,,,,
Gordon Boyd,Gordon,Boyd,,,,,,
Gordon F.,Gordon F.,,,,,,,
Gordon T.,Gordon,Tom,,,,,,
Gore Shawn,Gore,Shawn,,,,,,
Gorman T.,Gorman T.,,,,,,,
Gosselin C.,Gosselin C.,,,,,,,
Gossett J.,Gossett J.,,,,,,,
Gotta Jack,Gotta,Jack,,,,,,
Grabowski Joe,Grabowski,Joe,,,,,,
Grace,Grace,Mark,,,1,,,
Gradel,Gradel,,,,,,,
Graham J.,Graham J.,,,,,,,
Graham K.,Graham K.,,,,,,,
Graham P.,Graham P.,,,,,,,
Graham T.,Graham T.,,,,,,,
Gramitica,Gramitica,,,,,,,
Granato Cammi,Granato,Cammi,,,,,,
Granato T.,Granato T.,,,,,,,
GrangeRed,Grange,Red,,,1,,,Illinois
Grant Horace,Grant,Horace,,,,,,Clemson
Grant Ryan,Grant,Ryan,,,,,,
Grant Ulysses S.,Grant,Ulysses,S,,,,,
Grantham Larry,Grantham,Larry,,,,,,
Grasmanis,Grasmanis,,,,,,,
Gratton,Gratton,,,,,,,
Graves A.,Graves A.,,,,,,,
Gray Herb,Gray,Herb,,,,,,
Gray M.,Gray M.,,,,,,,
Gray Mel,Gray,Mel,,,,,,
Gray Tyrone,Gray,Tyrone,,,,,,
Grbac,Grbac,Elvis,,,,,,
Green Josh,Green,Josh,,,,,,
Green Mark,Green,Mark,,,,,,
Green Mike,Green,Mike,,,,,,
Green Sihugo,Green,Sihugo,,,,,,
Greenberg,Greenberg,Hank,,,1,,,
GreenDarrell,Green,Darrell,,,1,,,TexasA&I
Greene K.,Greene K.,,,,,,,
Greenwell,Greenwell,Mike,,,,,,
Greenwood D.,Greenwood D.,,,,,,,
Greenwood L.C.,Greenwood,LC,,,,,,
Greer Hal,Greer,Hal,,,1,,,
Gregor G.,Gregor G.,,,,,,,
GretzkyWayne,Gretzky,Wayne,,,1,,,
Grier M.,Grier M.,,,,,,,
GrierRosey,Grier,Rosey,,,,,1,
GrieseBob,Griese,Bob,,,1,,,Purdue
GrieveBob,Grieve,Bob,,,,,,
Griffen Archie,Griffen,Archie,,,,1,,
Griffey Jr.Ken,Griffey,Ken,,Jr,1,,,
Griffey Sr.Ken,Griffey,Ken,,Sr,,,,
Griffin A.,Griffin A.,,,,,,,
Griffin III Robert,Griffin,Robert,,III,,1,,Baylor
Grimm,Grimm,,,,,,,
Grimm Russ,Grimm,Russ,,,1,,,Pittsburgh
Grimsley,Grimsley,,,,,,,
Grissom,Grissom,Marquis,,,,,,
GroganSteve,Grogan,Steve,,,,,1,
Gronman T.,Gronman T.,,,,,,,
Gronvall J.,Gronvall J.,,,,,,,
Groom,Groom,,,,,,,
Grote,Grote,,,,,,,
Grove,Grove,Lefty,,,1,,,
Gruber B.,Gruber B.,,,,,,,
Grunhard,Grunhard,Tim,,,,,,NotreDame
Guerin B.,Guerin B.,,,,,,,
Guerrero Vladimir,Guerrero,Vladimir,,,1,,,
Guess M.,Guess M.,,,,,,,
Guglielmi,Guglielmi,Ralph,,,,,,NotreDame
Guillen J.,Guillen J.,,,,,,,
Guindon Robert,Guindon,Robert,,,,,,
Gullett,Gullett,,,,,,,
Guolla S.,Guolla S.,,,,,,,
Gusarov,Gusarov,,,,,,,
Gusmanov R.,Gusmanov R.,,,,,,,
Gustaffson,Gustaffson,,,,,,,
GuyRay,Guy,Ray,,,1,,,SouthernMississippi
GwynnTony,Gwynn,Tony,,,1,,,
Habig Neil,Habig,Neil,,,,,,
Hackett,Hackett,,,,,,,
Hackett B.,Hackett B.,,,,,,,
Hackett Joey,Hackett,Joey,,,,,,
Haden,Haden,Pat,,,,,,
HadlJohn,Hadl,John,,,,,,
Haines,Haines,Jesse,,,0,,,
Hairston,Hairston,,,,,,,
Halak Jaroslav,Halak,Jaroslav,,,,,,
Halas,Halas,George,,,1,,,Illinois
Hale Bruce,Hale,Bruce,,,,,,
Hall T.,Hall T.,,,,,,,
Halpern Jeff,Halpern,Jeff,,,,,,
Halter,Halter,,,,,,,
Ham Tracy,Ham,Tracy,,,,,,
Hamilton B.,Hamilton B.,,,,,,,
HamJack,Ham,Jack,,,1,,,PennState
Hammell Jason,Hammell,Jason,,,,,,
Hampton Willie,Hampton,Willie,,,,,,
Hamrlik,Hamrlik,,,,,,,
Hannan Scott,Hannan,Scott,,,,,,
HanrattyTerry,Hanratty,Terry,,,,,,NotreDame
Hanson Christian,Hanson,Christian,,,,,,
Hanspard,Hanspard,,,,,,,
Hanzlik,Hanzlik,,,,,,,
Harangody,Harangody,Luke,,,,,,NotreDame
Hardaway A.,Hardaway,Anfernee,,,,,,
Harder M.,Harder M.,,,,,,,
Hardy,Hardy,,,,,,,
Harkins M.,Harkins M.,,,,,,,
Harper D.,Harper D.,,,,,,,
Harper J.,Harper J.,,,,,,,
Harper Tony,Harper,Tony,,,,,,
Harper W.,Harper W.,,,,,,,
HarperBryce,Harper,Bryce,,,,,1,
Harrah,Harrah,Toby,,,,,,
Harrell,Harrell,,,,,,,
Harrell J.,Harrell J.,,,,,,,
Harrell S.,Harrell S.,,,,,,,
Harrington E.,Harrington E.,,,,,,,
Harris Andrew,Harris,Andrew,,,,,,
Harris L.,Harris L.,,,,,,,
Harris M.L.,Harris M.L.,,,,,,,
Harris Major,Harris,Major,,,,,,
Harris Ryan,Harris,Ryan,,,,,,
Harris W.,Harris W.,,,,,,,
Harris Wayne,Harris,Wayne,,,,,,
HarrisFranco,Harris,Franco,,,1,,,PennState
Harrison H.,Harrison H.,,,,,,,
Harrison Herman,Harrison,Herman,,,,,,
Harrison S.,Harrison S.,,,,,,,
Hart J.,Hart J.,,,,,,,
Hart Leon,Hart,Leon,,,,1,,NotreDame
Hartley K.,Hartley K.,,,,,,,
Harvey M.,Harvey M.,,,,,,,
Harvey P.,Harvey P.,,,,,,,
Hasek Dominik,Hasek,Dominik,,,1,,,
Haskins Clem,Haskins,Clem,,,,,,
Hassett,Hassett,,,,,,,
Hatcher D.,Hatcher D.,,,,,,,
Hatcher Kevin,Hatcher,Kevin,,,,,,
HavlicekJohn,Havlicek,John,,,1,,,
Hawerchuk,Hawerchuk,Dale,,,1,,,
Hawkins Connie,Hawkins,Connie,,,1,,1,
Hawkins M.,Hawkins M.,,,,,,,
Hawkins Rip,Hawkins,Rip,,,,,,
Hawkins Tom,Hawkins,Tom,,,,,,
Hawpe Brad,Hawpe,Brade,,,,,,
Hay D.,Hay D.,,,,,,,
HayesBob,Hayes,Bob,,,1,,,FloridaA&M
HayesElvin,Hayes,Elvin,,,1,,,Houston
Haynes J.,Haynes J.,,,,,,,
Hayward R.,Hayward R.,,,,,,,
Haywood Spencer,Haywood,Spencer,,,1,,,
Hazzard,Hazzard,,,,,,,
Healy T.,Healy T.,,,,,,,
Heap Joe,Heap,Joe,,,,,,
Heater,Heater,,,,,,,
Heatley D.,Heatley D.,,,,,,,
Heavens,Heavens,,,,,,,
Hebert,Hebert,,,,,,,
Hebert B.,Hebert B.,,,,,,,
Hebert G.,Hebert G.,,,,,,,
Heck Andy,Heck,Andy,,,,,,NotreDame
Hedberg Andres,Hedberg,Andres,,,,,,
Hedberg J.,Hedberg J.,,,,,,,
Hedican,Hedican,,,,,,,
Hedman Victor,Hedman,Victor,,,,,,
Heerema J.,Heerema J.,,,,,,,
Hegarty Matthew,Hegarty,Matthew,,,,,,
Heigthon,Heigthon,,,,,,,
Heilman Aaron,Heilman,Aaron,,,,,,
Heinsohn,Heinsohn,Tommy,,,1,,1,
Heisten B.,Heisten B.,,,,,,,
Hejduk Milan,Hejduk,Milan,,,,,,
Heldt,Heldt,,,,,,,
Helms Tommy,Helms,Tommy,,,,,,
Helton,Helton,,,,,,,
Helton John,Helton,John,,,,,,
Helton Todd,Helton,Tod,,,,,,
Henderson W.,Henderson W.,,,,,,,
Hendrick G.,Hendrick G.,,,,,,,
Hendricks Matt,Hendricks,Matt,,,,,,
Hendrickson,Hendrickson,,,,,,,
Henley,Henley,,,,,,,
Henley Garney,Henley,Garney,,,,,,
Henrich M.,Henrich M.,,,,,,,
Henrich T.,Henrich T.,,,,,,,
Hentrich,Hentrich,,,,,,,
Herman Bill,Herman,Bill,,,,,,
Hernadez K.,Hernadez K.,,,,,,,
Hernandez Livan,Hernandez,Livan,,,,,,
Herron G.,Herron G.,,,,,,,
Herron M.,Herron M.,,,,,,,
Hersh H.,Hersh H.,,,,,,,
Higgins J.,Higgins J.,,,,,,,
Highbaugh Larry,Highbaugh,Larry,,,,,,
Hilbert B.,Hilbert B.,,,,,,,
Hill G.,Hill,Grant,,,1,,,Duke
Hill Jack,Hill,Jack,,,,,,
Hill Jimmy,Hill,Jimmy,,,,,,
Hiller Jonas,Hiller,Jonas,,,,,,
Hilliard,Hilliard,,,,,,,
Hinton Tom,Hinton,Tom,,,,,,
Hirsch C.,Hirsch C.,,,,,,,
Hnilicka,Hnilicka,,,,,,,
Ho,Ho,,,,,,,
Hobson B.,Hobson B.,,,,,,,
Hodson,Hodson,,,,,,,
Hoerner Dick,Hoerner,Dick,,,,,,
Hoffman D.,Hoffman D.,,,,,,,
Hoffman N.,Hoffman N.,,,,,,,
Hogan Frank,Hogan,Frank,,,,,,
Hohensee,Hohensee,,,,,,,
Hohman,Hohman,,,,,,,
Holden,Holden,,,,,,,
Holiday Carlyle,Holiday,Carlyle,,,,,,
HolikBobby,Holik,Bobby,,,,,,
Hollimon Joe,Hollimon,Joe,,,,,,
Holloway Condredge,Holloway,Condedge,,,,,,
Holloway D.,Holloway D.,,,,,,,
Holloway Jabbari,Holloway,Jabbari,,,,,,
Holm,Holm,,,,,,,
Holmes Greg,Holmes,Gred,,,,,,
Holmes J.,Holmes J.,,,,,,,
Holmes Mike,Holmes,Mike,,,,,,
Holmes Pat,Holmes,Pat,,,,,,
Holohan,Holohan,Pete,,,,,,NotreDame
Holos Jonas,Holos,Jonas,,,,,,
Holt T.,Holt T.,,,,,,,
Holtby Braden,Holtby,Braden,,,,,,
Holtz Lou,Holtz ,Lou,,,,,,
Holtz S.,Holtz S.,,,,,,,
Holup Joe,Holup,Joe,,,,,,
Holzinger,Holzinger,,,,,,,
Homer Sonny,Homer,Sonny,,,,,,
Hook Tim,Hook,Tim,,,,,,
Hooton,Hooton,Burt,,,,,,
Hornsby,Hornsby,Rogers,,,,,,
HornungPaul,Hornung,Paul,,,1,1,,NotreDame
Hosmer George,Hosmer,George,,,,,,
Hossa Marian,Hossa,Marian,,,,,,
Houberg Bob,Houberg,Bob,,,,,,
Hough C.,Hough C.,,,,,,,
Hough M.,Hough M.,,,,,,,
Houmard,Houmard,,,,,,,
House Rick,House,Rick,,,,,,
Housley,Housley,,,,,,,
HoustonKen,Houston,Ken,,,1,,,PrairieView
Howard E.,Howard E.,,,,,,,
Howard F.,Howard,Frank,,,,,,
Howard Greg,Howard,Greg,,,,,,
Howard-Johnson,Johnson,Howard,,,,,,
Howe S.,Howe S.,,,,,,,
HoweGordie,Howe,Gordie,,,1,,,
HoweMark,Howe,Mark,,,1,,,
Howes,Howes,,,,,,,
Hoyt L.,Hoyt L.,,,,,,,
Hrbek,Hrbek,Kent,,,,,,
Huard B.,Huard,Brock,,,,,,
Huarte,Huarte,John,,,,1,,NotreDame
Hudson,Hudson,,,,,,,
Hudson Lou,Hudson,Lou,,,,,,
Huffman D.,Huffman D.,,,,,,,
Huffman T.,Huffman T.,,,,,,,
HuffSam,Huff,Sam,,,1,,,WestVirginia
Hufnagel,Hufnagel,,,,,,,
Hughes E.,Hughes E.,,,,,,,
Hughes R.,Hughes R.,,,,,,,
Hull J.,Hull J.,,,,,,,
HullBobby,Hull,Bobby,,,1,,,
HullBrett,Hull,Brett,,,1,,,
Humphrey Ryan,Humphrey,Ryan,,,,,,
Hunsperger,Hunsperger,,,,,,,
Hunt Aaron,Hunt,Aaron,,,,,,
Hunter Art,Hunter,Art,,,,,,
Hunter Dale,Hunter,Dale,,,,,,
Hunter Javin,Hunter,Javin,,,,,,
Hunter Tony,Hunter,Tony,,,,,,
Hutchins Mel,Hutchins,Mel,,,,,,
Huther,Huther,,,,,,,
